"{'AddressedSafetyMessage': {'DestinationID': 431025281, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<TOKYO MARTIS>WARNING. YOUR VESSEL IS APPROACHING TO THE SHORE,WATCH OUT!', 'UserID': 4310305, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310305, 'MMSI_String': 4310305, 'ShipName': '', 'latitude': 35.137795, 'longitude': 140.31888833333332, 'time_utc': '2024-12-10 21:41:40.216349643 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431025281, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<TOKYO MARTIS>WARNING. YOUR VESSEL IS APPROACHING TO THE SHORE,WATCH OUT!', 'UserID': 4310305, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310305, 'MMSI_String': 4310305, 'ShipName': '', 'latitude': 35.137795, 'longitude': 140.31888833333332, 'time_utc': '2024-12-10 21:41:40.541185758 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:42.877840233 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:43.011194728 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:08.698130694 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:08.763097895 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:14.354398275 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:14.402136719 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431002434, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:YOU ARE APPROACHING NARROW CHANNEL. NAVIGATE WITH CAUTION.', 'UserID': 4310402, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310402, 'MMSI_String': 4310402, 'ShipName': '', 'latitude': 34.5805, 'longitude': 137.01666666666668, 'time_utc': '2024-12-10 21:43:18.621559711 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431002434, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:YOU ARE APPROACHING NARROW CHANNEL. NAVIGATE WITH CAUTION.', 'UserID': 4310402, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310402, 'MMSI_String': 4310402, 'ShipName': '', 'latitude': 34.5805, 'longitude': 137.01666666666668, 'time_utc': '2024-12-10 21:43:18.661409339 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:21.153516923 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:21.318099352 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:26.914459532 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 0, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '', 'UserID': 226000750, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 226000750, 'MMSI_String': 226000750, 'ShipName': 'BROOMSTICK ', 'latitude': 48.520455, 'longitude': 2.6696233333333335, 'time_utc': '2024-12-10 21:43:27.017814327 +0000 UTC'}"
